# GXMame 0.7@@@@@@|NOID|NOCRC|x|2||No Genre|region-unknown||dev-unknown|No Rating|media-unknown|input-unknown|
eagle@@mooncrst@@mooncrst@@Eagle (set 1)|NOID|NOCRC|x|0|1980|No Genre|region-unknown|Centuri|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
eagle2@@mooncrst@@mooncrst@@Eagle (set 2)|NOID|NOCRC|x|0|1980|No Genre|region-unknown|Centuri|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
eagle3@@mooncrst@@mooncrst@@Eagle (set 3)|NOID|NOCRC|x|0|1980|No Genre|region-unknown|Centuri|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
spctbird@@mooncrst@@mooncrst@@Space Thunderbird|NOID|NOCRC|x|0||No Genre|region-unknown|Fortrek|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
skybase@@-@@-@@Sky Base|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Omori Electric Co., Ltd.|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
checkman@@-@@-@@Check Man|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Zilec-Zenitone|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
checkmaj@@checkman@@checkman@@Check Man (Japan)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Jaleco|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
dingo@@-@@-@@Dingo|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Ashby Computers and Graphics LTD. (Jaleco license)|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
dingoe@@-@@-@@Dingo (encrypted)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Ashby Computers and Graphics LTD.|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
blkhole@@-@@-@@Black Hole|NOID|NOCRC|x|0|1981|No Genre|region-unknown|TDS|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
kingball@@-@@-@@King & Balloon (US)|NOID|NOCRC|x|0|1980|No Genre|region-unknown|Namco|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
kingbalj@@kingball@@kingball@@King & Balloon (Japan)|NOID|NOCRC|x|0|1980|No Genre|region-unknown|Namco|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
scorpnmc@@scorpion@@scorpion@@Scorpion (Moon Cresta hardware)|NOID|NOCRC|x|0||No Genre|region-unknown|Dorneer|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
frogg@@frogger@@frogger@@Frog (Galaxian hardware)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
4in1@@-@@-@@4 Fun in 1|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Armenia / Food and Fun|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
bagmanmc@@bagman@@bagman@@Bagman (Moon Cresta hardware)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
dkongjrm@@dkongjr@@dkongjr@@Donkey Kong Jr. (Moon Cresta hardware)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
ozon1@@-@@-@@Ozon I|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Proma|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
ladybugg@@ladybug@@ladybug@@Ladybug (bootleg on Galaxian hardware)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
vpool@@hustler@@hustler@@Video Pool (bootleg on Moon Cresta hardware)|NOID|NOCRC|x|0|1980|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
drivfrcg@@drivfrcp@@drivfrcp@@Driving Force (Galaxian conversion)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Shinkai Inc. (Magic Eletronics USA licence)|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
drivfrcb@@drivfrcp@@drivfrcp@@Driving Force (Galaxian conversion bootleg)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
bongo@@-@@-@@Bongo|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Jetsoft|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
hunchbkg@@hunchbak@@hunchbak@@Hunchback (Galaxian hardware)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Century Electronics|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
harem@@-@@-@@Harem|NOID|NOCRC|x|0|1983|No Genre|region-unknown|I.G.R.|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
tazzmang@@tazmania@@tazmania@@Tazz-Mania (Galaxian Hardware)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
racknrol@@-@@-@@Rack + Roll|NOID|NOCRC|x|0|1986|No Genre|region-unknown|Status (Shinkai License)|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
hexpool@@racknrol@@racknrol@@Hex Pool|NOID|NOCRC|x|0|1986|No Genre|region-unknown|Shinkai|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
trvchlng@@-@@-@@Trivia Challenge|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Joyland (Senko License)|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
luctoday@@-@@-@@Lucky Today|NOID|NOCRC|x|0|1980|No Genre|region-unknown|Sigma|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
chewing@@-@@-@@Chewing Gum|NOID|NOCRC|x|0||No Genre|region-unknown|unknown|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
rockclim@@-@@-@@Rock Climber|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Taito|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
scramble@@-@@-@@Scramble|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Konami|dev-unknown|No Rating|media-unknown|input-unknown|scramble
scrambls@@scramble@@scramble@@Scramble (Stern)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|[Konami] (Stern license)|dev-unknown|No Rating|media-unknown|input-unknown|scramble
scramblb@@scramble@@scramble@@Scramble (Galaxian hardware)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
explorer@@scramble@@scramble@@Explorer|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scramble
strfbomb@@scramble@@scramble@@Strafe Bomb|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Omni|dev-unknown|No Rating|media-unknown|input-unknown|scramble
atlantis@@-@@-@@Battle of Atlantis (set 1)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Comsoft|dev-unknown|No Rating|media-unknown|input-unknown|scramble
atlants2@@atlantis@@atlantis@@Battle of Atlantis (set 2)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Comsoft|dev-unknown|No Rating|media-unknown|input-unknown|scramble
theend@@-@@-@@The End|NOID|NOCRC|x|0|1980|No Genre|region-unknown|Konami|dev-unknown|No Rating|media-unknown|input-unknown|scramble
theends@@theend@@theend@@The End (Stern)|NOID|NOCRC|x|0|1980|No Genre|region-unknown|[Konami] (Stern license)|dev-unknown|No Rating|media-unknown|input-unknown|scramble
omega@@theend@@theend@@Omega|NOID|NOCRC|x|0||No Genre|region-unknown|bootleg?|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
ckongs@@ckong@@ckong@@Crazy Kong (Scramble hardware)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scramble
froggers@@frogger@@frogger@@Frog|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scramble
frogf@@frogger@@frogger@@Frogger (Falcon bootleg)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Falcon|dev-unknown|No Rating|media-unknown|input-unknown|scramble
amidars@@amidar@@amidar@@Amidar (Scramble hardware)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Konami|dev-unknown|No Rating|media-unknown|input-unknown|scramble
triplep@@-@@-@@Triple Punch|NOID|NOCRC|x|0|1982|No Genre|region-unknown|KKI|dev-unknown|No Rating|media-unknown|input-unknown|scramble
knockout@@triplep@@triplep@@Knock Out!!|NOID|NOCRC|x|0|1982|No Genre|region-unknown|KKK|dev-unknown|No Rating|media-unknown|input-unknown|scramble
mariner@@-@@-@@Mariner|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Amenip|dev-unknown|No Rating|media-unknown|input-unknown|scramble
800fath@@mariner@@mariner@@800 Fathoms|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Amenip (US Billiards Inc. license)|dev-unknown|No Rating|media-unknown|input-unknown|scramble
mars@@-@@-@@Mars|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Artic|dev-unknown|No Rating|media-unknown|input-unknown|scramble
devilfsh@@-@@-@@Devil Fish|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Artic|dev-unknown|No Rating|media-unknown|input-unknown|scramble
newsin7@@-@@-@@New Sinbad 7|NOID|NOCRC|x|0|1983|No Genre|region-unknown|ATW USA, Inc.|dev-unknown|No Rating|media-unknown|input-unknown|scramble
mrkougar@@-@@-@@Mr. Kougar|NOID|NOCRC|x|0|1984|No Genre|region-unknown|ATW|dev-unknown|No Rating|media-unknown|input-unknown|scramble
mrkougr2@@mrkougar@@mrkougar@@Mr. Kougar (earlier)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|ATW|dev-unknown|No Rating|media-unknown|input-unknown|scramble
mrkougb@@mrkougar@@mrkougar@@Mr. Kougar (bootleg)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scramble
mrkougb2@@mrkougar@@mrkougar@@Mr. Kougar (bootleg Set 2)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scramble
hotshock@@-@@-@@Hot Shocker|NOID|NOCRC|x|0|1982|No Genre|region-unknown|E.G. Felaco|dev-unknown|No Rating|media-unknown|input-unknown|scramble
conquer@@-@@-@@Conquer|NOID|NOCRC|x|0|1982|No Genre|region-unknown|<unknown>|dev-unknown|No Rating|media-unknown|input-unknown|scramble
hunchbks@@hunchbak@@hunchbak@@Hunchback (Scramble hardware)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Century Electronics|dev-unknown|No Rating|media-unknown|input-unknown|scramble
hncholms@@huncholy@@huncholy@@Hunchback Olympic (Scramble hardware)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Century Electronics|dev-unknown|No Rating|media-unknown|input-unknown|scramble
cavelon@@-@@-@@Cavelon|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Jetsoft|dev-unknown|No Rating|media-unknown|input-unknown|scramble
sfx@@-@@-@@SF-X|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Nichibutsu|dev-unknown|No Rating|media-unknown|input-unknown|scramble
skelagon@@sfx@@sfx@@Skelagon|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Nichibutsu USA|dev-unknown|No Rating|media-unknown|input-unknown|scramble
mimonscr@@mimonkey@@mimonkey@@Mighty Monkey (bootleg on Scramble hardware)|NOID|NOCRC|x|0||No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scramble
mimonkey@@-@@-@@Mighty Monkey|NOID|NOCRC|x|0||No Genre|region-unknown|Universal Video Games|dev-unknown|No Rating|media-unknown|input-unknown|scobra
mimonsco@@mimonkey@@mimonkey@@Mighty Monkey (bootleg on Super Cobra hardware)|NOID|NOCRC|x|0||No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scobra
scobra@@-@@-@@Super Cobra|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Konami|dev-unknown|No Rating|media-unknown|input-unknown|scobra
scobras@@scobra@@scobra@@Super Cobra (Stern)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|[Konami] (Stern license)|dev-unknown|No Rating|media-unknown|input-unknown|scobra
scobrase@@scobra@@scobra@@Super Cobra (Sega)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|[Konami] (Sega license)|dev-unknown|No Rating|media-unknown|input-unknown|scobra
scobrab@@scobra@@scobra@@Super Cobra (bootleg)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scobra
stratgyx@@-@@-@@Strategy X|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Konami|dev-unknown|No Rating|media-unknown|input-unknown|scobra
stratgys@@stratgyx@@stratgyx@@Strategy X (Stern)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|[Konami] (Stern license)|dev-unknown|No Rating|media-unknown|input-unknown|scobra
armorcar@@-@@-@@Armored Car (set 1)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
armorca2@@armorcar@@armorcar@@Armored Car (set 2)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
moonwar@@-@@-@@Moonwar|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
moonwara@@moonwar@@moonwar@@Moonwar (older)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
spdcoin@@-@@-@@Speed Coin (prototype)|NOID|NOCRC|x|0|1984|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
darkplnt@@-@@-@@Dark Planet|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
tazmania@@-@@-@@Tazz-Mania (set 1)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
tazmani2@@tazmania@@tazmania@@Tazz-Mania (set 2)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
calipso@@-@@-@@Calipso|NOID|NOCRC|x|0|1982|No Genre|region-unknown|[Stern] (Tago license)|dev-unknown|No Rating|media-unknown|input-unknown|scobra
anteater@@-@@-@@Anteater|NOID|NOCRC|x|0|1982|No Genre|region-unknown|[Stern] (Tago license)|dev-unknown|No Rating|media-unknown|input-unknown|scobra
anteatg@@anteater@@anteater@@Ameisenbaer (German)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|TV-Tuning 2000 (F.E.G. license)|dev-unknown|No Rating|media-unknown|input-unknown|scobra
anteatgb@@anteater@@anteater@@The Anteater (UK)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Free Enterprise Games|dev-unknown|No Rating|media-unknown|input-unknown|scobra
rescue@@-@@-@@Rescue|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
aponow@@rescue@@rescue@@Apocaljpse Now|NOID|NOCRC|x|0|1982|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scobra
minefld@@-@@-@@Minefield|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
losttomb@@-@@-@@Lost Tomb (easy)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
losttmbh@@losttomb@@losttomb@@Lost Tomb (hard)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Stern|dev-unknown|No Rating|media-unknown|input-unknown|scobra
superbon@@-@@-@@Super Bond|NOID|NOCRC|x|0||No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scobra
hustler@@-@@-@@Video Hustler|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Konami|dev-unknown|No Rating|media-unknown|input-unknown|scobra
billiard@@hustler@@hustler@@The Billiards|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scobra
hustlerb@@hustler@@hustler@@Video Hustler (bootleg)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|scobra
frogger@@-@@-@@Frogger|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Konami|dev-unknown|No Rating|media-unknown|input-unknown|frogger
frogseg1@@frogger@@frogger@@Frogger (Sega set 1)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|[Konami] (Sega license)|dev-unknown|No Rating|media-unknown|input-unknown|frogger
frogseg2@@frogger@@frogger@@Frogger (Sega set 2)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|[Konami] (Sega license)|dev-unknown|No Rating|media-unknown|input-unknown|frogger
froggrmc@@frogger@@frogger@@Frogger (Moon Cresta hardware)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg?|dev-unknown|No Rating|media-unknown|input-unknown|galaxian
amidar@@-@@-@@Amidar|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Konami|dev-unknown|No Rating|media-unknown|input-unknown|amidar
amidaru@@amidar@@amidar@@Amidar (Stern)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Konami (Stern license)|dev-unknown|No Rating|media-unknown|input-unknown|amidar
amidaro@@amidar@@amidar@@Amidar (Olympia)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Konami (Olympia license)|dev-unknown|No Rating|media-unknown|input-unknown|amidar
amidarb@@amidar@@amidar@@Amidar (Bootleg)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|amidar
amigo@@amidar@@amidar@@Amigo|NOID|NOCRC|x|0|1982|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|amidar
turtles@@-@@-@@Turtles|NOID|NOCRC|x|0|1981|No Genre|region-unknown|[Konami] (Stern license)|dev-unknown|No Rating|media-unknown|input-unknown|amidar
turpin@@turtles@@turtles@@Turpin|NOID|NOCRC|x|0|1981|No Genre|region-unknown|[Konami] (Sega license)|dev-unknown|No Rating|media-unknown|input-unknown|amidar
600@@turtles@@turtles@@600|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Konami|dev-unknown|No Rating|media-unknown|input-unknown|amidar
flyboy@@-@@-@@Fly-Boy|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Kaneko|dev-unknown|No Rating|media-unknown|input-unknown|fastfred
flyboyb@@flyboy@@flyboy@@Fly-Boy (bootleg)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Kaneko|dev-unknown|No Rating|media-unknown|input-unknown|fastfred
fastfred@@flyboy@@flyboy@@Fast Freddie|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Atari|dev-unknown|No Rating|media-unknown|input-unknown|fastfred
jumpcoas@@-@@-@@Jump Coaster|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Kaneko|dev-unknown|No Rating|media-unknown|input-unknown|fastfred
jumpcoat@@jumpcoas@@jumpcoas@@Jump Coaster (Taito)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Taito|dev-unknown|No Rating|media-unknown|input-unknown|fastfred
boggy84@@-@@-@@Boggy '84|NOID|NOCRC|x|0|1983|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|fastfred
redrobin@@-@@-@@Red Robin|NOID|NOCRC|x|0|1986|No Genre|region-unknown|Elettronolo|dev-unknown|No Rating|media-unknown|input-unknown|fastfred
imago@@-@@-@@Imago|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Acom|dev-unknown|No Rating|media-unknown|input-unknown|fastfred
scorpion@@-@@-@@Scorpion (set 1)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Zaccaria|dev-unknown|No Rating|media-unknown|input-unknown|scramble
scrpiona@@scorpion@@scorpion@@Scorpion (set 2)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Zaccaria|dev-unknown|No Rating|media-unknown|input-unknown|scramble
ad2083@@-@@-@@A. D. 2083|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Midcoin|dev-unknown|No Rating|media-unknown|input-unknown|scramble
cclimber@@-@@-@@Crazy Climber (US)|NOID|NOCRC|x|0|1980|No Genre|region-unknown|Nichibutsu|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
cclimbrj@@cclimber@@cclimber@@Crazy Climber (Japan)|NOID|NOCRC|x|0|1980|No Genre|region-unknown|Nichibutsu|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
ccboot@@cclimber@@cclimber@@Crazy Climber (bootleg set 1)|NOID|NOCRC|x|0|1980|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
ccboot2@@cclimber@@cclimber@@Crazy Climber (bootleg set 2)|NOID|NOCRC|x|0|1980|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
ckong@@-@@-@@Crazy Kong (set 1)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Falcon|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
ckonga@@ckong@@ckong@@Crazy Kong (set 2)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Falcon|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
ckongjeu@@ckong@@ckong@@Crazy Kong (Jeutel bootleg)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
ckongo@@ckong@@ckong@@Crazy Kong (Orca bootleg)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
ckongalc@@ckong@@ckong@@Crazy Kong (Alca bootleg)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
bigkong@@ckong@@ckong@@Big Kong|NOID|NOCRC|x|0||No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
monkeyd@@ckong@@ckong@@Monkey Donkey|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
rpatrolb@@-@@-@@River Patrol (bootleg)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
rpatrolo@@rpatrolb@@rpatrolb@@River Patrol (Orca)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Orca|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
silvland@@rpatrolb@@rpatrolb@@Silver Land|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Falcon|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
yamato@@-@@-@@Yamato (US)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|yamato
yamato2@@yamato@@yamato@@Yamato (World?)|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|yamato
toprollr@@-@@-@@Top Roller|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Jaleco|dev-unknown|No Rating|media-unknown|input-unknown|yamato
swimmer@@-@@-@@Swimmer (set 1)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Tehkan|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
swimmera@@swimmer@@swimmer@@Swimmer (set 2)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Tehkan|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
swimmerb@@swimmer@@swimmer@@Swimmer (set 3)|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Tehkan|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
guzzler@@-@@-@@Guzzler|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Tehkan|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
cannonb@@-@@-@@Cannon Ball (Crazy Climber hardware)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|Soft|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
cannonb2@@cannonb@@cannonb@@Cannonball (set 2)|NOID|NOCRC|x|0|1985|No Genre|region-unknown|TV Game Gruenberg|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
ckongb@@ckong@@ckong@@Crazy Kong (Alternative levels)|NOID|NOCRC|x|0||No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|cclimber
gomoku@@-@@-@@Gomoku Narabe Renju|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Nichibutsu|dev-unknown|No Rating|media-unknown|input-unknown|gomoku
wiping@@-@@-@@Wiping|NOID|NOCRC|x|0|1982|No Genre|region-unknown|Nichibutsu|dev-unknown|No Rating|media-unknown|input-unknown|wiping
rugrats@@wiping@@wiping@@Rug Rats|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Nichibutsu|dev-unknown|No Rating|media-unknown|input-unknown|wiping
dacholer@@-@@-@@Dacholer|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Nichibutsu|dev-unknown|No Rating|media-unknown|input-unknown|dacholer
kickboy@@-@@-@@Kick Boy|NOID|NOCRC|x|0|1983|No Genre|region-unknown|Nichibutsu|dev-unknown|No Rating|media-unknown|input-unknown|dacholer
friskyt@@-@@-@@Frisky Tom (set 1)|NOID|NOCRC|x|0|1981|No Genre|region-unknown|Nichibutsu|dev-unknown|No Rating|media-unknown|input-unknown|seicross
